provenance_id,record_id,partition,molecule_name,inchikey,property_code,property_name,final_value,unit,value_origin_class,high_confidence_source_subset,reference_ids,primary_reference_id,source_category,publisher_or_host,doi,url,citation_or_web_title,value_basis,measurement_conditions_or_method_note,conditions_status,quality_grade,verification_note,provenance_reconstruction_basis
PV-01626,HC-0243,development,Isobutylbenzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,34.9649152,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0467,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01627,HC-0243,development,Isobutylbenzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,Y03,Density,0.8444,g cm^-3,experimental measurement,True,REF-0467,REF-0467,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1021/je900689m,https://doi.org/10.1021/je900689m,"Rathnam, M. V.[Manapragada V.]; Jain, K.[Kirti]; Kumar, M. S.[Manapragada S.] (2010). Physical Properties of Binary Mixtures of Ethyl Formate with Benzene, Isopropyl Benzene, Isobutyl Benzene, and Butylbenzene at (303.15, 308.15, and 313.15) K. J. Chem. Eng. Data 55, 1722-1726. https://doi.org/10.1021/je900689m",nearest experimental point within 10 K,; T=303.15 K; p=101.0 kPa,reported,B,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-01628,HC-0243,development,Isobutylbenzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-59.27,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback melting-point group contribution: Tm(K)=122.5+ΣNiΔTm,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01629,HC-0243,development,Isobutylbenzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,Y05,Boiling point,181.49,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback normal-boiling-point group contribution: Tb(K)=198.2+ΣNiΔTb,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01630,HC-0243,development,Isobutylbenzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,Y06,Flash point,52.26,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01631,HC-0243,development,Isobutylbenzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.9882,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
PV-01632,HC-0244,development,n-Nonylbenzene,LIXVMPBOGDCSRM-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,42.1,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-01633,HC-0244,development,n-Nonylbenzene,LIXVMPBOGDCSRM-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,36.396713000000005,MJ L^-1,constructed from Y01 and Y03,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01634,HC-0244,development,n-Nonylbenzene,LIXVMPBOGDCSRM-UHFFFAOYSA-N,Y03,Density,0.86453,g cm^-3,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ρ = M / (16.03 + 7.01C + 4.80H),Formula-only molar-volume model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9943 against its literature training set; treat as estimated, not experimental.",identity + property + reference matched to the audited prior provenance table
PV-01635,HC-0244,development,n-Nonylbenzene,LIXVMPBOGDCSRM-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,12.08,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback melting-point group contribution: Tm(K)=122.5+ΣNiΔTm,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01636,HC-0244,development,n-Nonylbenzene,LIXVMPBOGDCSRM-UHFFFAOYSA-N,Y05,Boiling point,278.85,degC,evaluated or compiled literature value,True,REF-0468,REF-0468,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1081772&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated normal boiling point: Average of 9 values; Individual data points,NIST normal boiling point,Record type: normal_boiling_point; method: AVG; comment: Average of 9 values; Individual data points,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-01637,HC-0244,development,n-Nonylbenzene,LIXVMPBOGDCSRM-UHFFFAOYSA-N,Y06,Flash point,118.75,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01638,HC-0244,development,n-Nonylbenzene,LIXVMPBOGDCSRM-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,2.6424,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01639,HC-0245,development,butan-2-ylcyclohexane,QTYARKOMFKRPSY-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,43.4233977329436,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01640,HC-0245,development,butan-2-ylcyclohexane,QTYARKOMFKRPSY-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,33.44314500631415,MJ L^-1,constructed from Y01 and Y03,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01641,HC-0245,development,butan-2-ylcyclohexane,QTYARKOMFKRPSY-UHFFFAOYSA-N,Y03,Density,0.770164168451106,g cm^-3,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01642,HC-0245,development,butan-2-ylcyclohexane,QTYARKOMFKRPSY-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-78.31,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01643,HC-0245,development,butan-2-ylcyclohexane,QTYARKOMFKRPSY-UHFFFAOYSA-N,Y05,Boiling point,174.36,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01644,HC-0245,development,butan-2-ylcyclohexane,QTYARKOMFKRPSY-UHFFFAOYSA-N,Y06,Flash point,47.38788,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01645,HC-0245,development,butan-2-ylcyclohexane,QTYARKOMFKRPSY-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.951660691489206,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01646,HC-0246,development,1-Ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,42.326,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-01647,HC-0246,development,1-Ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,39.66411786,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0469,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01648,HC-0246,development,1-Ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,Y03,Density,0.93711,g cm^-3,experimental measurement,True,REF-0469,REF-0469,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1021/je500381c,https://doi.org/10.1021/je500381c,"Cao, X.[Xiaofang]; Qin, X.[Xiaomei]; Wu, X.[Xi]; Guo, Y.[Yongsheng]; Xu, L.[Li]; Fang, W.[Wenjun] (2014). Density, Viscosity, Refractive Index, and Surface Tension for Six Binary Systems of Adamantane Derivatives with 1-Heptanol and Cyclohexylmethanol. J. Chem. Eng. Data 59, 2602-2613. https://doi.org/10.1021/je500381c",direct at 20 C (within 0.5 K),Vibrating tube method; T=293.15 K; p=100.0 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-01649,HC-0246,development,1-Ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,21.81,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback melting-point group contribution: Tm(K)=122.5+ΣNiΔTm,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01650,HC-0246,development,1-Ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,Y05,Boiling point,221.07,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback normal-boiling-point group contribution: Tb(K)=198.2+ΣNiΔTb,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01651,HC-0246,development,1-Ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,Y06,Flash point,79.29,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01652,HC-0246,development,1-Ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,1.4708,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01653,HC-0247,development,ethylcyclooctane,FBGUQAGGWLRXTP-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,43.4233977329436,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01654,HC-0247,development,ethylcyclooctane,FBGUQAGGWLRXTP-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,33.44314500631415,MJ L^-1,constructed from Y01 and Y03,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01655,HC-0247,development,ethylcyclooctane,FBGUQAGGWLRXTP-UHFFFAOYSA-N,Y03,Density,0.770164168451106,g cm^-3,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01656,HC-0247,development,ethylcyclooctane,FBGUQAGGWLRXTP-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-70.35,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01657,HC-0247,development,ethylcyclooctane,FBGUQAGGWLRXTP-UHFFFAOYSA-N,Y05,Boiling point,183.34,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01658,HC-0247,development,ethylcyclooctane,FBGUQAGGWLRXTP-UHFFFAOYSA-N,Y06,Flash point,53.52122,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01659,HC-0247,development,ethylcyclooctane,FBGUQAGGWLRXTP-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,1.03220566788652,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01660,HC-0248,development,Dicyclopropylmethylcyclopropane,FTOQDVQNXMABKE-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,42.1,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-01661,HC-0248,development,Dicyclopropylmethylcyclopropane,FTOQDVQNXMABKE-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,35.785000000000004,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0471,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01662,HC-0248,development,Dicyclopropylmethylcyclopropane,FTOQDVQNXMABKE-UHFFFAOYSA-N,Y03,Density,0.85,g cm^-3,experimental measurement,True,REF-0471,REF-0471,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1016/j.jct.2018.12.040,https://doi.org/10.1016/j.jct.2018.12.040,"Pimenova, S.M.; Lukyanova, V.A.; Ilin, D.Yu.; Druzhinina, A.I.; Dorofeeva, O.V. (2019). Standard enthalpies of formation of dicyclopropyldinitromethane and tricyclopropylmethane. J. Chem. Thermodyn. 132, 316-321. https://doi.org/10.1016/j.jct.2018.12.040",nearest experimental point within 10 K,Pycnometric method; T=298.15 K; p=101.325 kPa,reported,B,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-01663,HC-0248,development,Dicyclopropylmethylcyclopropane,FTOQDVQNXMABKE-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-31.87,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback melting-point group contribution: Tm(K)=122.5+ΣNiΔTm,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01664,HC-0248,development,Dicyclopropylmethylcyclopropane,FTOQDVQNXMABKE-UHFFFAOYSA-N,Y05,Boiling point,175.03,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback normal-boiling-point group contribution: Tb(K)=198.2+ΣNiΔTb,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01665,HC-0248,development,Dicyclopropylmethylcyclopropane,FTOQDVQNXMABKE-UHFFFAOYSA-N,Y06,Flash point,47.85,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01666,HC-0248,development,Dicyclopropylmethylcyclopropane,FTOQDVQNXMABKE-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.9574,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01667,HC-0249,development,exo-Tetrahydrodicyclopentadiene,LPSXSORODABQKT-FIRGSJFUSA-N,Y01,Mass-based net heat of combustion,42.1,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
